STATION_NAME,DATE,MEAN,STDDEV,TEMPS
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-04,56.027,1.601,"53.88, 55.0, 53.88, 53.88, 53.88, 53.88, 53.88, 53.88, 54.88, 55.92, 56.4, 57.8, 57.8, 57.4, 57.8, 57.4, 57.5, 58.92, 57.98, 60.59, 57.98, 57.98, 56.4, 57.4, 55.92, 55.88, 55.88, 55.88, 55.88, 56.0, 56.0, 55.88, 55.57, 53.48, 53.48, 53.48, 53.26, 53.26, 53.26, 53.48, 55.57, 57.4, 55.92, 56.4, 57.4, 55.92, 57.0, 57.4, 57.8, 57.4, 57.4, 57.4, 58.0, 57.92, 56.54, 56.54, 56.57, 56.57, 55.24, 55.48, 55.24, 55.48, 55.57, 55.57, 55.57, 55.57"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-05,56.279,1.380,"55.88, 55.57, 55.88, 54.88, 54.88, 55.57, 55.57, 55.57, 54.54, 55.88, 57.0, 57.92, 58.35, 58.35, 58.92, 59.45, 58.92, 57.98, 58.92, 57.4, 57.98, 57.98, 57.45, 57.5, 56.0, 56.0, 55.92, 56.0, 55.92, 55.88, 55.88, 55.88, 55.92, 55.88, 55.57, 54.54, 54.54, 55.57, 54.51, 54.54, 54.51, 54.51, 54.51, 54.51, 55.57, 56.57, 56.54, 56.57, 57.92, 58.35, 58.35, 58.0, 57.0, 57.4, 55.88, 56.0, 57.4, 57.98, 55.88, 55.57, 55.57, 54.54, 54.51, 54.54, 54.51, 55.57, 55.57"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-06,55.831,0.826,"56.0, 56.0, 55.88, 56.0, 56.0, 56.0, 56.5, 56.5, 56.5, 56.5, 56.5, 56.5, 57.5, 56.98, 56.98, 56.98, 56.5, 55.4, 55.55, 55.55, 55.55, 55.55, 55.55, 55.0, 55.0, 55.57, 54.54, 55.57, 55.57, 54.88, 55.0, 55.4, 54.88, 54.54, 55.92, 55.57, 55.92, 54.54, 56.0, 56.0, 56.5, 56.98, 57.4, 57.4, 57.5, 56.4, 55.92, 56.0, 55.92, 54.88, 54.88, 55.0, 55.0, 55.0, 53.88, 55.0"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-07,55.616,1.100,"54.57, 54.88, 54.88, 54.54, 54.57, 54.57, 54.57, 54.57, 54.54, 54.57, 54.51, 55.92, 56.0, 55.4, 55.4, 57.4, 56.98, 57.5, 57.4, 57.5, 56.4, 56.4, 57.4, 57.5, 57.4, 57.5, 57.4, 57.5, 57.4, 56.4, 56.0, 56.0, 56.4, 56.4, 56.4, 56.0, 56.4, 53.92, 53.88, 53.92, 53.88, 53.88, 53.88, 53.88, 53.88, 54.88, 55.57, 55.57, 55.57, 55.88, 57.5, 55.92, 55.88, 54.54, 55.57, 55.92, 56.57, 55.24, 55.88, 55.92, 55.88, 55.57, 54.54, 54.54, 55.57, 54.54, 54.54, 55.57, 55.92, 55.88, 55.57, 54.54, 55.24, 55.24, 55.48, 55.48"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-08,57.184,1.292,"56.4, 56.0, 55.88, 55.88, 55.88, 55.88, 55.88, 55.92, 57.0, 57.4, 55.88, 56.54, 56.51, 57.24, 56.51, 56.51, 56.54, 58.51, 57.24, 57.26, 58.51, 58.51, 58.51, 58.51, 57.48, 57.92, 58.0, 57.92, 58.0, 58.0, 58.0, 57.92, 58.0, 56.88, 56.57, 56.57, 56.88, 57.92, 56.88, 56.88, 56.54, 56.57, 56.54, 56.54, 56.57, 55.48, 55.48, 55.24, 55.57, 54.54, 54.54, 55.57, 55.57, 54.54, 54.54, 55.57, 54.54, 55.2, 55.24, 55.24, 56.06, 56.2, 56.51, 57.92, 57.92, 57.88, 57.92, 57.92, 58.57, 58.51, 58.51, 58.51, 57.92, 59.35, 59.35, 59.35, 59.35, 59.35, 58.25, 59.35, 59.35, 59.35, 58.25, 59.35, 59.35, 57.88, 59.35, 58.35, 58.0, 56.88, 57.6, 56.51, 57.92, 57.6, 57.92, 57.24, 56.54, 57.24, 57.26, 57.24, 57.26, 57.26, 57.24"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-09,56.520,1.143,"56.54, 56.54, 56.57, 56.54, 56.57, 55.48, 56.57, 56.57, 55.48, 55.57, 55.57, 55.92, 55.88, 56.0, 57.5, 57.5, 57.98, 58.45, 58.59, 58.45, 58.45, 57.98, 57.98, 57.4, 57.5, 56.4, 56.5, 56.5, 57.1, 57.1, 56.5, 56.5, 57.24, 57.24, 57.24, 57.24, 57.26, 56.06, 56.26, 56.06, 55.24, 56.26, 55.24, 55.24, 55.24, 56.26, 55.24, 55.24, 55.24, 55.24, 55.48, 55.48, 55.24, 55.24, 55.24, 55.48, 54.54, 55.88, 57.0, 57.4, 57.4, 57.4, 57.4, 58.92, 57.8, 57.98, 58.45, 58.45, 57.98, 57.4, 57.8, 57.4, 57.4, 57.4, 57.0, 55.92, 56.0, 55.92, 56.0, 55.92, 55.4, 55.92, 55.4, 54.4, 53.4, 54.04"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-10,57.056,1.791,"55.4, 56.5, 55.4, 55.4, 55.4, 55.4, 55.4, 55.0, 55.0, 56.4, 57.98, 58.59, 58.59, 59.2, 59.2, 60.28, 60.28, 59.96, 60.28, 59.59, 58.45, 57.4, 57.88, 57.88, 57.92, 57.6, 57.92, 57.6, 57.92, 57.6, 56.54, 56.51, 54.04, 54.5, 55.16, 54.98, 55.0, 54.54, 54.54, 55.57, 54.54, 54.54, 55.57, 55.92, 57.4, 56.0, 57.0, 57.8, 58.92, 58.92, 58.92, 59.59, 59.59, 59.2, 58.45, 58.92, 57.45, 57.6, 57.6, 56.51, 56.26, 54.51, 54.51"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-11,56.148,1.751,"56.54, 56.57, 55.48, 54.88, 54.88, 54.88, 54.88, 53.92, 55.4, 55.0, 55.4, 56.5, 57.5, 57.5, 56.98, 57.45, 58.92, 58.45, 58.92, 58.92, 58.92, 57.98, 57.5, 56.98, 57.5, 57.4, 56.0, 53.4, 54.5, 54.5, 54.1, 52.98, 54.1, 54.54, 54.54, 54.51, 54.26, 54.57, 53.24, 54.57, 53.88, 53.88, 55.0, 55.4, 54.92, 56.59, 57.45, 57.98, 58.45, 58.45, 59.45, 58.45, 58.92, 58.92, 58.35, 57.4, 57.4, 57.92, 57.92, 57.92, 57.4, 57.4, 57.0, 56.5, 55.92, 55.88, 55.92, 55.92, 55.57, 54.54, 54.54, 55.57, 54.54, 53.4, 53.4, 54.04"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-12,54.886,1.729,"53.98, 54.5, 53.4, 54.4, 53.4, 54.4, 54.4, 54.4, 55.55, 53.92, 55.4, 55.55, 56.59, 56.59, 56.1, 58.28, 57.66, 57.66, 56.59, 56.28, 56.28, 56.14, 57.2, 56.0, 57.2, 56.14, 56.14, 56.14, 55.36, 54.8, 54.8, 55.16, 54.1, 54.1, 53.66, 53.16, 53.4, 52.4, 52.4, 53.0, 51.92, 51.92, 51.92, 51.92, 51.92, 54.04, 53.4, 54.92, 54.98, 56.59, 54.98, 56.59, 56.92, 56.1, 56.28, 56.28, 55.66, 56.8, 56.28, 56.32, 55.32, 56.0, 56.0, 57.2, 55.23, 54.8, 53.66, 53.16, 52.98, 53.55, 51.4, 50.12"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-13,55.648,4.948,"51.98, 50.55, 50.65, 49.55, 49.55, 49.55, 48.7, 51.28, 55.23, 57.83, 57.83, 58.36, 59.8, 60.8, 61.82, 63.519999999999996, 62.75, 62.75, 61.82, 59.61, 58.84, 59.08, 59.2, 57.08, 57.08, 55.3, 55.23, 49.55, 48.55, 47.55, 46.7, 46.6, 46.22, 50.6, 53.519999999999996, 56.519999999999996, 57.519999999999996, 58.14, 59.0, 59.8, 60.96, 62.04, 62.68, 60.05, 58.14, 58.0, 56.8, 54.41, 54.59, 52.59, 51.77"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-14,54.361,3.239,"53.66, 52.98, 51.16, 49.87, 49.87, 50.76, 49.92, 54.68, 55.32, 56.14, 58.1, 57.66, 59.2, 58.96, 58.45, 57.98, 58.1, 58.1, 57.1, 56.59, 54.98, 54.5, 54.4, 55.4, 54.92, 55.55, 55.55, 55.55, 54.4, 54.04, 50.77, 49.77, 48.68, 48.0, 47.0, 47.0, 52.49, 55.38, 56.5, 57.5, 58.2, 64.88, 56.98, 56.98, 56.5, 55.4, 55.55, 52.98, 53.55, 53.4, 53.4, 51.92, 53.4, 51.92, 54.04, 53.4, 53.4, 53.4, 53.4, 53.4, 52.92"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-15,52.423,1.345,"53.4, 53.55, 52.5, 51.98, 51.65, 52.28, 52.28, 51.16, 51.16, 50.87, 51.6, 51.6, 52.6, 52.6, 54.41, 53.36, 55.23, 55.519999999999996, 54.36, 54.87, 54.36, 54.36, 53.22, 53.8, 53.22, 53.22, 52.66, 52.66, 53.22, 51.65, 51.98, 52.5, 51.98, 51.98, 52.5, 52.5, 51.92, 53.4, 52.92, 51.92, 51.92, 51.92, 51.92, 51.92, 51.4, 51.4, 52.04, 51.4, 50.4, 50.4, 50.4, 50.4, 50.55, 50.65, 50.65, 51.28, 50.6, 51.76, 52.76, 53.5, 52.94, 52.87, 53.22, 54.36, 56.6, 54.36, 54.87, 53.8, 53.22, 53.22, 52.66, 53.22, 52.66, 51.98, 51.65, 51.65, 51.98, 51.4, 51.0, 50.4, 50.4, 50.04"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-16,53.882,2.092,"52.5, 52.5, 51.98, 51.6, 51.55, 51.4, 51.4, 52.4, 53.55, 54.92, 55.55, 55.16, 55.16, 56.28, 55.16, 57.519999999999996, 56.36, 57.36, 56.59, 56.59, 55.66, 54.59, 55.16, 54.5, 54.5, 53.4, 53.4, 53.4, 53.4, 53.4, 53.4, 53.4, 54.04, 49.69, 49.69, 50.04, 50.4, 50.04, 51.0, 50.92, 50.92, 50.92, 51.0, 51.4, 51.4, 51.4, 52.98, 54.1, 54.98, 56.28, 55.66, 56.28, 56.28, 56.28, 56.28, 55.66, 56.28, 57.519999999999996, 57.36, 56.8, 56.1, 56.59, 54.92, 54.98, 53.4, 54.5, 53.4, 53.4, 54.4, 53.4, 54.04, 53.4, 54.04, 54.04, 54.04, 51.92, 53.0"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-17,53.849,2.060,"53.4, 53.4, 53.4, 52.4, 52.04, 52.04, 51.92, 51.92, 54.04, 53.4, 54.04, 54.4, 54.4, 54.4, 55.4, 56.92, 56.98, 57.1, 57.1, 57.8, 56.1, 56.1, 55.16, 53.98, 54.5, 53.4, 53.4, 53.55, 53.55, 53.55, 53.55, 51.92, 51.6, 50.6, 49.51, 49.54, 49.51, 50.6, 51.92, 52.92, 54.04, 54.4, 53.4, 56.5, 56.92, 56.98, 56.98, 56.98, 57.1, 55.55, 53.4, 54.4, 53.4, 53.0, 53.0, 52.4, 52.4, 52.4, 52.4"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-18,53.391,2.144,"52.5, 53.55, 53.55, 52.98, 52.4, 52.4, 52.5, 51.55, 52.98, 54.1, 55.8, 55.8, 55.8, 56.6, 55.36, 58.32, 57.0, 56.0, 56.27, 57.2, 56.44, 56.44, 55.38, 54.519999999999996, 53.519999999999996, 52.66, 52.1, 52.1, 51.98, 52.5, 52.5, 51.4, 52.4, 51.4, 51.4, 52.04, 50.92, 51.4, 51.92, 51.92, 51.92, 51.4, 51.4, 51.65, 51.98, 52.98, 53.22, 52.98, 53.16, 54.519999999999996, 55.5, 55.519999999999996, 56.94, 55.4, 55.38, 55.16, 55.5, 53.41, 51.8, 51.28, 51.55, 50.12, 49.12, 47.55"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-19,52.725,3.568,"51.65, 49.55, 49.16, 48.7, 47.7, 47.34, 49.76, 51.41, 53.76, 55.32, 55.32, 56.94, 57.08, 58.08, 58.2, 57.83, 56.32, 56.32, 55.36, 54.66, 53.66, 54.1, 52.98, 52.98, 52.98, 52.98, 51.4, 51.98, 52.28, 48.04, 48.04, 45.04, 45.7, 45.34, 45.34, 49.92, 52.6, 54.2, 55.23, 57.0, 56.94, 58.05, 57.2, 56.16, 57.06, 55.519999999999996, 53.66, 52.98, 52.5, 51.4, 52.4, 51.4, 51.4, 50.4, 50.55"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-20,50.772,1.741,"52.28, 51.16, 51.28, 51.8, 52.1, 52.28, 52.28, 52.1, 52.8, 53.8, 53.8, 53.66, 54.66, 52.92, 51.92, 49.54, 49.34, 49.92, 50.92, 50.92, 50.92, 50.92, 50.92, 49.0, 48.04, 49.0, 49.0, 48.69, 48.69, 48.6, 48.6, 50.55, 50.12, 50.55, 50.4, 50.55, 50.65, 50.65, 50.6, 50.65, 50.98, 52.8, 53.66, 54.6, 52.87, 53.16, 51.54, 51.28, 51.54, 52.24, 52.24, 52.24, 51.22, 52.24, 52.24, 52.24, 50.24, 49.54, 49.51, 49.54, 49.6, 50.92, 50.92, 50.04, 50.55, 50.4, 49.54, 49.69, 48.6, 49.69, 48.69, 48.6, 47.28, 47.28, 47.28, 47.11"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-21,51.941,2.577,"48.6, 48.34, 48.34, 48.34, 48.34, 48.6, 48.6, 51.0, 51.98, 52.66, 52.66, 53.22, 53.22, 53.8, 53.22, 54.36, 56.6, 55.519999999999996, 56.14, 55.23, 55.519999999999996, 55.519999999999996, 55.519999999999996, 54.8, 52.66, 53.16, 53.16, 52.5, 52.5, 51.4, 51.0, 47.28, 47.13, 48.28, 48.28, 48.28, 48.34, 48.24, 48.28, 50.92, 50.6, 50.92, 51.4, 51.65, 51.65, 51.98, 51.65, 53.22, 52.66, 53.22, 52.66, 54.36, 55.36, 56.519999999999996, 55.8, 54.8, 53.66, 52.98, 52.5, 52.04, 52.04, 50.92, 50.6, 49.51"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-22,52.853,2.080,"50.92, 50.92, 50.92, 50.92, 49.92, 49.6, 49.6, 49.54, 50.92, 50.92, 50.6, 51.92, 53.0, 52.98, 54.1, 54.66, 54.66, 56.519999999999996, 56.36, 57.519999999999996, 56.36, 56.32, 55.8, 55.8, 54.59, 55.16, 54.1, 52.98, 53.98, 52.98, 53.98, 54.5, 51.92, 52.54, 52.54, 52.51, 52.51, 53.24, 53.26, 53.24, 53.24, 53.2, 49.28, 48.51, 48.34, 47.6, 47.6, 48.34, 50.6, 51.0, 51.4, 51.4, 52.98, 53.22, 52.98, 52.98, 52.98, 54.1, 54.1, 55.16, 54.92, 54.92, 54.98, 54.59, 56.28, 54.66, 54.66, 53.98, 52.98, 52.98, 52.98, 53.4, 53.55, 51.4, 52.4, 52.6, 52.54, 53.24, 53.06, 53.06, 53.06, 53.07, 53.06, 53.07, 53.06, 53.07"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-23,53.915,1.723,"53.24, 53.24, 54.2, 53.24, 53.48, 53.57, 52.92, 52.92, 51.92, 51.92, 51.92, 51.92, 53.4, 53.55, 52.98, 54.1, 56.28, 55.16, 55.16, 55.8, 56.36, 57.519999999999996, 57.519999999999996, 57.36, 56.59, 56.59, 56.1, 56.59, 55.98, 55.55, 53.4, 54.4, 54.4, 54.4, 54.4, 54.04, 52.92, 53.06, 53.06, 53.06, 52.2, 53.06, 53.06, 52.2, 53.06, 52.26, 51.22, 51.07, 52.24, 51.22, 53.06, 52.26, 52.24, 52.54, 51.92, 52.6, 52.54, 53.0, 53.4, 53.4, 54.98, 55.66, 55.66, 56.8, 56.8, 56.59, 55.98, 55.55, 55.55, 54.04, 53.88, 53.57, 52.92, 51.92, 50.92"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-24,56.184,3.763,"53.0, 52.04, 50.92, 50.92, 50.92, 50.92, 51.92, 54.5, 55.55, 58.1, 57.66, 59.36, 59.59, 61.12, 61.83, 61.0, 60.83, 60.83, 61.72, 60.61, 58.36, 57.4, 57.0, 57.0, 57.0, 56.0, 55.4, 50.92, 50.6, 49.6, 49.6, 49.34, 49.92, 53.55, 54.98, 56.59, 57.5, 57.66, 58.96, 60.6, 60.84, 60.84, 60.8, 60.96, 57.36, 57.0, 56.4, 55.98, 55.55, 55.48, 54.54, 54.51"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-25,57.980,3.959,"54.4, 54.04, 54.04, 53.0, 53.0, 51.92, 54.04, 56.88, 58.35, 59.35, 59.45, 59.45, 62.9, 65.28, 65.26, 64.54, 63.72, 63.7, 63.7, 61.59, 61.59, 59.0, 57.88, 58.57, 57.6, 57.6, 55.88, 56.0, 53.48, 52.04, 50.6, 51.0, 51.0, 50.92, 55.0, 56.98, 56.88, 59.45, 62.5, 63.36, 61.87, 62.39, 61.9, 62.6, 61.14, 58.25, 58.57, 58.51, 57.48, 58.51, 57.92, 56.57, 56.57, 56.54, 56.57, 55.57"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-26,56.262,1.216,"55.92, 56.0, 56.0, 56.0, 55.0, 55.0, 54.4, 54.5, 54.5, 54.4, 55.55, 56.92, 56.59, 56.5, 57.66, 57.8, 58.36, 58.2, 57.66, 57.45, 57.45, 57.1, 57.1, 57.1, 56.5, 56.5, 56.5, 56.5, 56.4, 55.88, 55.24, 55.57, 55.57, 55.0, 53.92, 55.0, 54.4, 54.4, 54.5, 54.98, 57.2, 58.28, 57.45, 57.45, 57.66, 58.2, 57.66, 57.66, 57.66, 56.98, 56.98, 56.0, 56.0, 56.0, 56.0, 54.88, 54.88"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-27,57.894,2.904,"56.0, 56.0, 53.88, 53.88, 53.88, 54.57, 54.88, 56.57, 58.0, 58.8, 61.59, 61.59, 62.59, 62.69, 61.45, 61.59, 60.92, 60.38, 60.38, 60.38, 58.92, 58.0, 57.92, 57.6, 56.51, 56.54, 56.51, 56.51, 56.26, 55.24, 56.26, 54.57, 53.57, 53.57, 52.51, 52.6, 52.6, 55.4, 58.45, 60.12, 60.59, 61.59, 62.59, 61.59, 61.45, 61.92, 60.35, 60.35, 59.25, 58.57, 57.48, 57.48, 57.48, 57.24, 57.2, 57.26"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-28,57.816,2.101,"56.26, 56.2, 56.2, 56.2, 56.2, 56.26, 56.06, 55.24, 56.26, 56.06, 56.51, 57.24, 57.48, 59.15, 59.15, 60.8, 60.8, 61.92, 62.38, 62.92, 63.96, 61.92, 59.8, 58.35, 57.92, 58.0, 56.88, 56.57, 57.6, 56.88, 56.88, 57.88, 56.54, 56.51, 56.2, 56.06, 56.06, 56.2, 56.2, 56.06, 56.06, 56.06, 56.06, 56.07, 56.06, 56.2, 56.06, 56.06, 56.07, 56.06, 56.06, 56.26, 57.26, 57.24, 58.57, 59.15, 60.8, 61.35, 61.8, 61.8, 63.45, 61.35, 59.15, 58.51, 58.57, 58.57, 57.26, 57.24, 57.26, 57.24, 57.26, 57.26, 57.48, 57.24, 57.26, 57.24, 57.24, 57.26"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-29,57.220,1.020,"56.51, 56.51, 56.57, 56.54, 56.54, 56.57, 56.57, 56.51, 56.51, 56.51, 56.51, 56.54, 57.6, 57.6, 56.88, 58.0, 59.35, 59.35, 59.35, 58.8, 57.4, 57.4, 57.4, 57.0, 57.0, 56.88, 57.4, 57.4, 57.4, 57.0, 58.0, 58.0, 57.0, 57.92, 56.88, 57.26, 57.26, 56.06, 56.06, 56.2, 56.06, 56.06, 56.26, 56.2, 56.26, 55.24, 56.2, 55.24, 57.26, 56.51, 57.92, 56.51, 58.57, 58.51, 58.88, 59.25, 59.35, 59.35, 59.35, 58.25, 57.88, 57.88, 57.6, 56.57, 56.54, 56.51, 57.6, 56.54, 56.88, 56.57, 56.57"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-04-30,57.844,1.407,"56.88, 56.88, 56.88, 56.88, 56.88, 56.88, 56.88, 56.88, 57.88, 59.0, 59.92, 59.8, 59.8, 59.92, 60.92, 60.92, 61.45, 59.92, 60.38, 59.45, 57.8, 57.8, 57.4, 57.4, 57.0, 57.4, 57.0, 57.92, 56.88, 57.0, 57.0, 57.92, 56.88, 57.4, 56.88, 56.57, 56.57, 56.57, 56.57, 56.57, 56.54, 56.51, 56.51, 57.6, 57.6, 57.92, 57.88, 58.88, 59.35, 59.35, 60.92, 59.35, 59.35, 58.25, 58.0, 58.0, 56.88, 56.57, 56.57, 56.57, 56.57, 55.48, 56.57"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-05-01,57.909,0.912,"56.88, 56.88, 56.88, 56.88, 56.88, 58.0, 56.88, 58.0, 57.6, 58.57, 58.51, 57.48, 58.51, 58.51, 58.57, 59.15, 58.88, 59.15, 59.0, 58.8, 58.35, 58.35, 58.0, 57.4, 57.92, 57.4, 57.4, 57.4, 57.4, 58.0, 58.0, 56.57, 56.54, 56.57, 56.57, 56.88, 56.51, 56.51, 57.26, 57.48, 57.48, 58.51, 58.51, 58.88, 59.15, 60.35, 60.35, 59.15, 58.88, 58.25, 58.25, 59.35, 58.35, 59.92, 58.35, 57.92, 57.92, 57.92, 58.0, 56.88, 57.92, 56.88, 57.92, 57.92, 57.92, 57.6, 56.88, 57.92, 56.88, 57.92, 56.88"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-05-02,57.903,1.489,"57.0, 57.4, 57.4, 57.0, 56.0, 55.92, 56.0, 56.0, 56.4, 57.4, 57.0, 58.0, 58.92, 57.8, 57.98, 59.92, 59.92, 59.92, 59.45, 60.59, 61.2, 61.12, 61.12, 60.59, 59.45, 58.92, 58.45, 57.5, 57.5, 57.4, 56.88, 57.4, 57.4, 58.0, 57.92, 56.88, 57.92, 56.88, 57.92, 56.88, 56.54, 56.54, 55.92, 55.88, 55.88, 55.88, 56.0, 56.4, 57.5, 58.45, 58.92, 59.519999999999996, 58.92, 59.92, 59.92, 59.92, 60.38, 59.519999999999996, 58.92, 58.92, 58.92, 59.35, 57.8, 58.92, 58.92, 57.4, 58.0, 57.4, 55.88, 55.88, 57.4, 57.92, 56.88, 57.92, 57.0, 55.88, 55.92, 55.88"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-05-03,55.735,1.897,"56.0, 55.4, 55.4, 55.55, 54.5, 52.98, 52.98, 53.98, 52.98, 52.98, 54.1, 54.1, 54.8, 56.14, 57.14, 57.14, 56.8, 58.519999999999996, 57.8, 58.96, 58.28, 59.36, 58.28, 58.59, 58.59, 57.45, 57.8, 56.1, 56.1, 54.92, 54.98, 54.98, 54.92, 54.98, 53.98, 56.54, 56.54, 56.54, 56.57, 54.54, 54.54, 54.54, 55.57, 54.54, 54.54, 54.57, 53.57, 52.92, 51.92, 51.92, 53.88, 55.55, 55.36, 57.32, 57.36, 57.519999999999996, 57.519999999999996, 56.8, 58.36, 58.36, 58.92, 57.98, 56.92, 56.98, 56.98, 55.55, 55.8, 54.4, 53.88, 52.92, 51.92"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-05-04,55.614,2.103,"54.1, 54.1, 53.98, 52.98, 53.98, 53.98, 52.98, 54.5, 54.1, 52.98, 54.59, 54.98, 56.1, 56.59, 56.28, 58.28, 57.8, 57.8, 58.519999999999996, 58.14, 58.96, 59.36, 59.59, 59.45, 58.45, 58.92, 58.45, 57.66, 57.1, 55.66, 56.59, 55.98, 54.92, 54.98, 54.98, 53.4, 54.92, 55.55, 55.55, 53.0, 52.04, 50.92, 50.92, 50.92, 50.92, 53.55, 54.98, 56.28, 55.66, 56.59, 56.28, 56.36, 57.32, 56.59, 56.98, 56.1, 56.4, 57.92, 58.0, 57.4, 57.4, 57.4, 57.4, 56.4, 57.4, 57.4, 55.4, 55.4, 54.4, 55.0, 53.92, 53.92, 55.0, 53.92, 53.88, 53.4, 54.04, 53.88"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-05-05,56.156,2.361,"53.4, 54.4, 53.4, 54.4, 53.92, 53.92, 55.0, 53.92, 53.92, 55.0, 55.0, 54.4, 55.0, 55.4, 55.98, 56.98, 58.2, 58.2, 58.96, 59.96, 59.96, 60.28, 59.96, 59.2, 59.2, 60.12, 58.2, 57.36, 57.8, 57.36, 56.36, 56.36, 55.66, 55.66, 53.4, 54.04, 52.92, 52.6, 52.6, 51.92, 51.92, 52.92, 52.92, 54.4, 56.59, 56.59, 56.5, 56.92, 57.45, 58.2, 59.36, 59.36, 59.96, 58.59, 58.45, 58.36, 57.2, 56.36, 55.98, 56.5, 55.23, 53.36, 54.36"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-05-06,65.673,7.391,"54.1, 53.16, 52.66, 52.66, 52.66, 52.76, 54.32, 60.68, 66.63, 75.0, 74.92, 74.92, 75.16, 71.8, 73.6, 71.0, 71.38, 72.04, 72.04, 73.32, 68.06, 68.01, 66.8, 66.01, 63.75, 63.75, 61.75, 59.519999999999996, 57.16, 58.06, 57.519999999999996, 58.68, 60.22, 62.39, 64.6, 68.48, 74.0, 77.3, 75.5, 71.6, 75.25, 73.63, 71.17, 70.06, 69.8, 68.22, 67.2, 64.5, 60.36, 61.09, 60.09"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-05-07,67.288,6.345,"58.68, 58.84, 58.0, 56.8, 56.8, 58.27, 61.68, 66.82, 68.06, 71.17, 71.17, 75.92, 74.4, 73.96, 69.08, 73.3, 71.39, 71.39, 72.6, 77.5, 74.86, 72.82, 70.59, 65.68, 65.68, 64.9, 63.05, 59.0, 55.8, 53.84, 61.22, 60.09, 62.22, 64.5, 70.38, 70.4, 76.25, 74.4, 71.38, 76.44, 73.54, 72.49, 71.3, 74.38, 69.78, 68.78, 66.56, 64.45, 65.96, 64.07, 61.05"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-05-08,69.009,7.553,"62.68, 61.05, 59.2, 59.38, 59.38, 58.06, 59.06, 65.04, 70.2, 73.16, 82.08, 82.08, 81.22, 78.44, 78.25, 78.58, 76.17, 72.8, 72.8, 75.16, 77.5, 69.08, 66.24, 64.12, 63.96, 63.96, 62.74, 63.92, 60.36, 61.68, 61.58, 59.519999999999996, 57.45, 60.36, 69.59, 77.36, 76.68, 76.68, 77.75, 77.36, 76.68, 75.92, 72.75, 76.44, 73.96, 69.87, 67.9, 67.9, 62.38, 61.87, 61.12"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-05-09,61.276,3.683,"61.2, 60.88, 60.57, 60.57, 60.57, 59.6, 60.76, 61.76, 63.92, 65.96, 67.3, 67.3, 69.5, 66.87, 65.12, 65.87, 65.5, 63.45, 63.45, 61.92, 62.38, 61.35, 60.35, 59.88, 59.6, 59.26, 59.26, 58.48, 57.48, 59.2, 58.0, 57.36, 56.2, 54.519999999999996, 57.84, 61.72, 66.4, 65.5, 66.69, 65.38, 64.24, 66.12, 65.69, 65.12, 63.96, 62.92, 60.8, 59.88, 59.48, 58.48, 58.51, 57.24, 56.06, 56.2, 56.06, 56.06, 56.2, 56.06, 57.26"
