"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1984","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","557",""
"SURVEY","1984","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","582",""
"SURVEY","1984","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","390",""
"SURVEY","1983","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","379",""
"SURVEY","1983","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","370",""
"SURVEY","1983","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","460",""
"SURVEY","1982","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","463",""
"SURVEY","1982","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","460",""
"SURVEY","1982","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","480",""
"SURVEY","1981","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","662",""
"SURVEY","1981","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","689",""
"SURVEY","1981","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","501",""
"SURVEY","1980","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","377",""
"SURVEY","1980","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","357",""
"SURVEY","1980","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","529",""
"SURVEY","1979","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,256",""
"SURVEY","1979","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,496",""
"SURVEY","1979","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","597",""
"SURVEY","1978","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","645",""
"SURVEY","1978","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","691",""
"SURVEY","1978","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","400",""
"SURVEY","1977","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","735",""
"SURVEY","1977","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","740",""
"SURVEY","1977","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","690",""
"SURVEY","1976","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","566",""
"SURVEY","1976","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","593",""
"SURVEY","1976","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","410",""
"SURVEY","1975","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","826",""
"SURVEY","1975","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,037",""
"SURVEY","1975","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","400",""
"SURVEY","1974","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","450",""
"SURVEY","1974","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","475",""
"SURVEY","1974","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","327",""
"SURVEY","1973","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","672",""
"SURVEY","1973","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","793",""
"SURVEY","1973","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","355",""
"SURVEY","1972","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","499",""
"SURVEY","1972","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","546",""
"SURVEY","1972","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","321",""
"SURVEY","1971","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","691",""
"SURVEY","1971","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","952",""
"SURVEY","1971","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","338",""
"SURVEY","1970","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","357",""
"SURVEY","1970","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","376",""
"SURVEY","1970","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","290",""
"SURVEY","1969","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","561",""
"SURVEY","1969","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","682",""
"SURVEY","1969","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","288",""
"SURVEY","1968","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","289",""
"SURVEY","1968","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","300",""
"SURVEY","1968","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","237",""
"SURVEY","1967","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","383",""
"SURVEY","1967","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","460",""
"SURVEY","1967","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","188",""
"SURVEY","1966","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","204",""
"SURVEY","1966","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","202",""
"SURVEY","1966","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","224",""
"SURVEY","1965","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","271",""
"SURVEY","1965","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","262",""
"SURVEY","1965","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","450",""
"SURVEY","1964","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","402",""
"SURVEY","1964","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","520",""
"SURVEY","1964","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","180",""
"SURVEY","1963","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","232",""
"SURVEY","1963","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","259",""
"SURVEY","1963","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","142",""
"SURVEY","1962","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","239",""
"SURVEY","1962","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","268",""
"SURVEY","1962","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","140",""
"SURVEY","1961","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","209",""
"SURVEY","1961","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","214",""
"SURVEY","1961","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","170",""
"SURVEY","1960","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","275",""
"SURVEY","1960","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","280",""
"SURVEY","1960","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","175",""
"SURVEY","1959","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","109",""
"SURVEY","1959","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","111",""
"SURVEY","1959","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","88",""
"SURVEY","1958","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","166",""
"SURVEY","1958","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","168",""
"SURVEY","1958","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","138",""
"SURVEY","1957","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","174",""
"SURVEY","1957","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","195",""
"SURVEY","1957","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","106",""
"SURVEY","1956","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","319",""
"SURVEY","1956","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","440",""
"SURVEY","1956","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","124",""
"SURVEY","1955","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","292",""
"SURVEY","1955","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","414",""
"SURVEY","1955","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","112",""
"SURVEY","1954","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","190",""
"SURVEY","1954","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","209",""
"SURVEY","1954","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","114",""
"SURVEY","1953","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","283",""
"SURVEY","1953","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","370",""
"SURVEY","1953","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","108",""
"SURVEY","1952","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","286",""
"SURVEY","1952","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","348",""
"SURVEY","1952","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","122",""
"SURVEY","1951","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","239",""
"SURVEY","1951","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","270",""
"SURVEY","1951","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","106",""
"SURVEY","1950","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","302",""
"SURVEY","1950","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","343",""
"SURVEY","1950","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","134",""
"SURVEY","1949","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","374",""
"SURVEY","1949","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","446",""
"SURVEY","1949","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","150",""
"SURVEY","1948","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","361",""
"SURVEY","1948","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","400",""
"SURVEY","1948","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","180",""
"SURVEY","1947","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","378",""
"SURVEY","1947","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","400",""
"SURVEY","1947","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","200",""
"SURVEY","1946","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","384",""
"SURVEY","1946","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","388",""
"SURVEY","1946","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","336",""
"SURVEY","1945","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","279",""
"SURVEY","1945","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","297",""
"SURVEY","1945","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","144",""
"SURVEY","1944","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","395",""
"SURVEY","1944","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","522",""
"SURVEY","1944","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","140",""
"SURVEY","1943","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","209",""
"SURVEY","1943","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","228",""
"SURVEY","1943","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","120",""
"SURVEY","1942","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","203",""
"SURVEY","1942","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","212",""
"SURVEY","1942","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","136",""
